name	raga	seq
EkAraroopE - ENAkshi - Roopakam - Prof_R_Visveswaran	enakshi	sDDmGRRGRssRmpDmpD'G'G'R's'R'G'R'R'sD's'R's'sDmpD's'R'sDmGRmGRssRmpDmpD'G'G'R's'R'GD's'RpD'smpD'G'G'R'R's'sDDmmRmDmGRssRmpDmpD'G'G'RRmpDDDmpD'R's'sD's'R'G'G'R'sDmDDmGRD'sDmGRmpDDDmpD'R's'sD's'R'm'G'R'sD'R'sDmRmpDDDDmmGRmGRmGRssRmpDD'sRmpDD'G'G'R'R'sDD'R's'sDmDmGRs.DsRmGRssRmpDD'G'G'R's's'R'm'G'R'sD's'R'G'G'R'R's'sDDmRmpD
Emi nEramO nannu brOva - shankarAbharaNam - Adi - thyagarAja	shankarabharanam	s.nrrsrggrgmgrmgsrpgmrgs’nsr.nsrrrsrgrgrgmgrmgsrpmpgmrgsssrssrs.d.nspmmggrgsrpmprpmgssrgs‘'nd.ns.nsrspmrpmggrrmgpmgmdppmgmpmgmrmgmprgmpdmpmgmdppmmggmpmgmrmgmpgmrgmp'snpmgmdppmmggmpmgmrmgmpmpdn'sndpmpdn'sdnppmdppmmggmpmgmrmgmpmpdn's'sndpdn'sdnppmdppmmggmpmgmrmgmpmpdn's's's'sn's'r's'sndnpmpdn's'snpgmpmgrs.n'sn's'r'r'p'm'g's'sndnpmpdn's'snpgmpmgrs.nmggmpmgmrgmpmpp's's'sndpmgmpmgmddpmgmgmrrpmgss‘'nnspmmgmrgmpmpmpdppmdppmgmpmgmrgmpdpmpdn'spdn's'sdnppmgmdppmgmpmgmrgmpdpmpdn's'r'sndpmpdn's'r'g'r'sndnpgmdppmgmpmgmrgmpdpmpdn's's'sn's'r'sn'sndnpmpdn's'sdnpmdpmgmpmgmr
Endaro mahAnubhAvulu - Shree - Adi - Thyagaraja	shri	srrGrss.Ns.N.N.p.ps.Ns.Ns.NsrrGrsNsrGrss.Nrs.N.p.ps.Ns.Ns.NsrpmrGrss.Nrs.Np.ps.Nss.NsrmrrmppmrGGrrs.Ns.Ns.NsrmrrmppmpNpNpmmpmrrGrs.Ns.Ns.NsrmrrmppmpNpN'sN's'sNpmrGrs.Ns.NsrmrrmpmpNpN'sNs'r's'r'sN'sNpNpmpmrGrs.NpmprmrrmpmpNppmpmprmrrmpmNNpmpNNpmpmprmrrmpmmNNpNNpmpmprmrrmpmpp's'sNpmpmprmrrmpmmNp's'sNpmpmprmrrmpmpNppN's'sNpm'sNpmpmprmrrmpmrGGrrs.NsrmpNpmrGrss.Nsrmrrmpmpp'r'r'r'G'r'sN's'r'G'r's'sN'sNNppN's'r's's'r'sNN'sNppNpmmpmrNNpmrGrssss.N.Ns.N.Ns.N.p.p.m.p.NsrrGrrGrrGrrGrrsGrrs.NrGrrGrrs.Nssrssrss.NpGGrsrGrrs.NppmrrppmrppmrNpNpmmppmrrGrrss.NssNprs.NpGrs.N.p.m.p.p.NsrGrsrmp.p.NsNpmrmpNp'sNp'r'sNp'G'r'sNpmrGGrs.NpmmprrGr.NsrGrrs.N.p.NsrrrrGrsrmp.pNsrrmpNmpN'sr'G'r'r'G'r'rs‘'sNppmrGrrs.NpN'spNmpNrmpNpmrrGrs.Ns.NGrs.N.p.NsrmrmpNmpN'sr'G'r'sNp'sNpmrpmprGrs.NrmpNmpNrmpNpmrrGrs.N.p.p.N.Ns.N.p.p.NsrGrsrmpNpNmprGrsrmpmpNpNmprmpNmpN's'r'r'G'r'sNpmpNN's'r'G'r'r'G'r'sN's'r's'sNpmprmrpmNp'sNpmrGr'sNprmprmrmpmprGrrGrs.N.p.Ns.p.Ns.p.prGrsppmrmpNrmpNsrmpNpN'sN'sN's'r'r'r'G'r'r'G'r'r'G'r'G'r's'r's'sNpN's'r'G'r'r's'sNNpmrmpN'sNpmrGrs.Nsrs.Nr.p.Nsr.NsrGrrss.N.p.m.p.Nsr.p.N.prsrGrs.NsrmpNppmrppmrrNpp'sNp'r'r'sNppp'G'r'r'G'r'r'r'rGrrGrrrsspp'r'r'G'r'sNpN's'r's's'sppprrrGrs.NpmprmrrmpmrGGrrs.NsrmpNpmrGrss.Nsrmrrmpmpp'r'r'r'G'r'sN's'r'G'r's'sN'sNpp'sN's'r's's'r'sNN'sNppNpmmpmrNNpmrGrs.Ns.N
EnEnu dhAnava - madhuvanthi - Adi - Purandaradasa	madhuvanthi	n'sndpppMpdMdpMGGn'r'sndpppMp'n's'G'r'sndpMGGpMGrsr.ns.nsGMpGMpnn'sndpppMpdMdpMGGMpMGrsr.ns.nsGMpppMpnn's's'sn's'G'r's'rn's's'G'r'snnd'sndppMpGMpGMpn's'G'r'snnd'sndppMpGMpGrsGMpn'sn'sndppppMpdMdpMGGMpMGrsr.ns.nsGMpppMpnn's'sn's'G'r's'rn's's'G'r'sn'sndppppMddpMGMpn's's'G'r'sn'sndppppMddpMGrsGMpn's
English Notes	shankarabharanam	sgppmgmr.nrmgmrgs.psgmrgs.nsrgmpdn'sp's's'sndpmgmddp's'sp'r'rn'r'g'r'g'rnpnpn'rn'rnpgpgp's'sn's'r'g's'sndpndpmgrs.n's's's's's's's's's'smdgdpmgrs.nsgpgp'sn's'r'g'r'r's'g'd'p'r'p'm'g'm's'g'rn'spdn's'sndpmgmdnndpmgrgmdpmgrs.nsr.nssgpgp'sp's'g'g'g'r'g'm'g'r's'r'sn'sndppppppp'snddp'sndddn'sn's'r'rpppdddpdn's'smdpmgrgmpdn'sndpmgrsssmpdd's'spmpmm's's's'r'sndpd'snndpdnnn'sndpmgrsgmgrgprgssn'sndn'r'sdpdpgm'spggmgrgprgssnn'sndn'r'sdppmgp'sndgmdpgsgpdpmgr.d.nssgrgmgprgrs.n.d.pgrgpmg'g'r's's's's's's'g'mpppppddpmr.nsrgmmmmmpgsggmrgpdn'sndpmgpmgrs.nsssss'sn's'rn'sdmmp'sn'g'r'r's'sndpmdpmmmmmmmgmpppp'r's'snnnndppmmmmggpp'g'r'spppp'g'r's'snnnndppmmmmggpp'g'r'sn's'r'g'mdn'sdpgsggmmrrpprrgsssggppddppgmmdd's's'r'r'g'g'r'r'sd'ssssgggpppdddpppgggmmmddd's's's'r'r'r'g'g'r'r'r'r's'sd's
EnnaiNeeMaravaadhe - Amruthavarshini - Adi - Dandapani Desikar	amruthavarshini	s's'snnpppMgMg's's'snnpppMgMgsgMpn's's'snnpnsnpMgMgsgMpn's'g's'g'snpnsnpMgMg'snpMgsgMpn's'g'p'M'g's'M'g'snpMgMg'snpMgsgMpnn'sn's'snpn'sn'sn's'snpn's's'g's's'sn's'g'sn'sn's'snpMpn's's'g's's'sn's'g'sn'sn's'snpMpn's's'g's's'sn's'g'g'M'g'ssnpn'sn'snp'snpMgMpnppppppppppMgMgggMgMgssssspMpn'sn's'snpn'sn'sn's'snpn's's'g's's'sn's'g'sn'sn's'snpMpn's's'g's's'sn's'g'sn'sn's'snpMpn's's'g's's'sn's'g'g'M'g'ssnpn'sn'snp'snpMgMpn
EnnakaviPAdinAlum - NeelamaNi - Adi - Anayampatti Adhisesa Ayyar	neelamani	srmpDDDDpDpDmpDpmpmrssrmpDnnDDDpDpDmpDpmmmpD'sD's's'rDD'r'r's'snnDDpmmpD'r'r'r's's's's'sn's'r'sDD's's'sn's'r'sDDDpDmpDpmmDDDDDDDpDpDpDpmmrmpppDpDpDmrmpD'spppmmmmmpD's's's's'sn's'r'rn'snDD's's's's'sn'r'sDDpDmpDpmpm
EnnakAyava - Hamsanandhi - Vachana - Adi - Basaveshwara	hamsanandhi	sndMgggMdMgRsss.n.d.ngRggMdn's'sn'g'R'snMd's's's's'R's'sndMdn'sn's'R'sndMd'sndMggRsgMdn's's'R'sndd'g'R'sdn'R'g'g'g'g'g'M'g'R's'R's'sndMggMdn's's'sn'R's
ennALLu thiruguthunu - mandhAri - kanDa chApu - Muthaiah Bhagavathar	mandhari	sRgMppMgRpMgRssRRs.n.nsRggggRs.nsRgMpMpMgRgMpMgMgRssRs.n.p.psRggggRs.nsRgMpnnMpnnpMgRssRgMpn's'R'snpn'snpMgRs.nsRgMpMnMRgMpMgMgRsppn's's'R'R'sn's's'R'snpMppn'sn'g'R'R'sn's's'R'snpnpMppn'sn'g'R'R'sn's'R'g'g'R'g'R's'R'snpnpn's'R'snpnpn's's'R'R'sn's'R'g'g'M'p'M'p'g'R'R'sn's'g'R's'snpn's'R's'R'g'R's'R'snpn's'R'snpMgRs.n's'g'R's'snpn's'R'g's'R'g'M'p'M'g'R'snpn's'R'snpMgRs.nppppMgMgRsRgMpMpgMgRs.n.n.p.nRRRs.nsRgMppMgRMMggRRsppnn's'R'R'sn's'R'g'R'g'g'R'R's's's'g'R's's'snpn's'R's'R'g'R's'R'snpn's'R'snpMgR
Entha vEDukondhu - saraswathi manOhari - Adi - thyAgarAja	saraswathi manohari	dNpmmggrrggrsrgdNpmdppmgrgmgrsrgd'sNdNpNppmgmpmmgrgmggrrsrgpmgrs.dsrgmpmmggrsmmmmgpmgrpmmggrsrgsrgmrgmmpmmggrpmmggrsmdd's'r'g'spmmggrs.m.dsrgmgrsmd's'r'g'r'g'm'g'r'smd's'r'g'm'g'r'g'm'g'r's'r'g'sdNpmgmrsrgs's'r'g'm'g'r'g'r'smdN'sNdNdpsrgmgrgrssrgmd's'r'gmd's'r'g'm'g'r'g'm'gmgrss.dsrgmmmgrsrgrmd's'r'g'm'm'm'g'r's'r'g'r'sd's'r'g'p'm'm'm'm'g'p'm'g'r's'r'g's'r'sdNpmgrsrgmpmpmgggrsrgrppppmmmrsrgrrrsdNpmd's.dsrgmgrsdNpmd's'r'r'g'g'r's'rrr'g'g
Enthamuddho - bindhumAlini - Adi - ThyagarAja	bindumalini	gRggmgRs.NsgRggmpgRs.NsgRgmpmpgRs.NsgRsgRgmpN'sNdpdpgRsssgRgmpNpN'sN'sdpdpdpgRgRdddppdpdpgRsRdddppdpdpdpgRsRpNpN's'spN's'R'g'R's'spNNpdpgpgdpgRsRppppddpgpgRssRgRmmmmRmpNdNdppNpN's'spN's'R'g'R's'spNNpdpgpgdpgRsR
EnthO prEmathonu - bahudhAri - Varnam - Adi - Lalgudi G_ Jayaraman	bahudari	sNpdN'sNpmgpmggs.NsgmpgmpdN'sN's'g'gN'sNpmgmpdN'sNpmgsg.NsgmpdNpdN'sNpmNppmmggsmgpmNpdN'spdN's'gN's'm'g'p'm'gN'spgm'sNpmgsgmpdNpmgsgmpmgs.N.p.d.NsgmgsgpmNNmppgmmsgg.Nss.N.N.p.d.Ns.NsgmgpmNpgmpdNpdN'sNpmgs.NsgmpdN's'g's'm'g's'g'm'p'm'g'sNpdN'sNpmg.p.d.NsgmpdN's'm'gmNpmgmpdNp'sNNp'sNpmgmgsgmpmg.Ngs.p.d.Nsgmpmpmgs.Np.d.NsgmNpdN's'gN'spgsmgpmNNpmgmpdNpmgpmgs.N.N.p.d.NsgmpmgsgmpdNNpm'm'g'sNpmgs.Ngg.NgsgmNNmNpdN'g'gN'g's's'spdN's'g'sNpmgssmgs'sNp'm'g'sNpmgmNpmgs.N.p.d.NsgmpdN'sNpsgmpdN'sNpmgsgmpdN's'g'sNpdN'm'g'sNpmgsgmpmgssgmpdNpmgsgmpdN's'g'sN
eppadi pAdinarO - karnAtaka dhEvagAndhAri - Gopalakrishna Bharathi	karnataka dhevagandhari	pppmddpGmpGmpNddpp'sNdpmdpGmpGmpNddppdpN's'r'sNdpGmpmGmNppmGpmGrs.NrsGmpNNdpGrs.NsGmp's's'sNNNNpNpNN'sN'r'sN's'r's's'sN'r's'sNNNNNpNpN's'G'G'r'sN'r'sN's'G'G'G'r'sN'sN'sppNdpmdpmGmpppppmmmGpmmG.NsGsGmNpmGrsppppN'sNdpmGm.NGssGmNpmGrsssmmmmppmGGmpNNdpmmdp
EranApi - Thodi - Varnam - Adi - Patnam Subramanya Iyer	thodi	s'sNDpDNNDpmGmNNDpmGRsRGmpGmpDN's'R'GN'sRDND'G'R'sNDpmD'sNDpmGmpDNNDDNDDNGmNDpmGRsmGmpDN'sNDpDN'sDpDN's'R'G'R'G'm'G'RN'G'R'sNDN's'RDND'G'R'sNDpmpDN's'R'sNDN'sN'RNDpmGmpDNDN'sNDN'sN'R'sDND'G'R'R'm'G'R'sN'G'R'sNDN'G'RN'RNDND'G'RNDmDNDN'R's'sNNDpmGRsRGmpDN's'sNDpmGmGR.NRs.DNsRGmDNDDmGmDmGRs.NsRGmDN'sNDmGmmDN'sNDN'sND'R'sNDDmGmNDmDN'sDNDmGRsDmGRsRGmDN's'R'G'RNDNDmGR.NsRGmDNDmGmNDmGRsDmGRsGR.N.D.NR.N.D.NsRGmDmDN's'RNDN's'R'G'RNDNDmGRs'G'RNDmGRs.NsRGm'sNDN'sNDNNDmDND'R'sNDmGmDN'RNDmGRNDmGRDmGRs.NsRGmDsRGmDmDN's'R's'R'G'RNDN'G'RNDN'RNDmDN'sNDmGmmDN's'R'GN's'RDN'smDNGmDN's'R'G'm'G'RNDmGR.NsRGm
ETi yOchanalu - keeravANi - Adi - thyagarAja	keeravani	spmmrGrrsrGmmpspmpDn'spmGrrsrGmmppDnspmpDn'spmGrrsrGmGrsrGmpDnspmpDn'spmGrrsrGmmppppmGrrsrGmpDn's'r'sppmGrrsrGmpDn's'r'G'r'spmGrpmGrs.p.D.nsrGmpDn's'r'G'm'G'r'spDn's'r's'r's'r'G'r'G'G'r'r'spnpDn's'r'G'r's'rpDn's'r'G'r'G'r's'r'G'r'G'm'm'r'G'r'G'r'r'spmGrsrGmpDn's'r'G'r'G'm'm'r'G'G'r'r's'G'r'r'spmGrsrGmpDnpppDn'spmmmGGGrsrGmpppDn'spmmmGGGrrss.p.D.nsrGpmGrs
evarunnAru - balahamsa - Adi - Mysore Sadhashivarao	balahamsa	rmpmpdpddNNddpmrmprmpmpdppd'sd'r's'sNNdNddpmrmGsrrmpd's's'sNNddpmrmGsrmmpmpdpmpd's'sNdpmrmGsrmppmdpmpmrmGspdpd's'r'm'G'sNdppdpd's'r'r'm'G's's'r'r'sNd'sNNddpd's's's'sNNdd'sNdpmpd's'r'sNdpmrmGsNdppmpddNdppd'sNdpmpdNdppmpddNdppd'r'sNdpmrrmGssrmpd'spd's's's's'sdpd's'r'r'm'G's's'r's'sNNddppd's's'sNNdprmpd'r'sNdpmrmGs
Gaaravinchi - PoorviKalyani - Varnam - Adi - VeenaKrishnamacharya	poorvi kalyani	gRs.n.dsRgRgMpMgdMgMpMgRsRgndpdpMdMgRs.n.dsRgRgMpMddMgRdndpMgdpMgRgsRgRgpMdMgMdp's's'Rnd's'R'g'R'sndnpdMgdp'sndMgRsRgMpMgpMddMgRpsR.n.dssgRgMppdMgRgMddndMgdp's'RndndpMgdMgsR'snd'sndpMgRgMp'sndpMgMdp'sndnpdMpRgMdp'sndpMpdpMgRgsRs.n.dsRsRgRgMpdpgdndpMgMdgpMgRs.n.dsgRsRgRgMgdpdMgdndMpd'snd'R's'R'g'R'M'g'R's'RndnpdMgdgpMdp's'RndndpMgRsRs.dsRgRgMpdp'sndpMdMgpMgRgsR.dsRgRgMgMpdpMgdpdndpMgMdMgRsR.dsRgRgsRdpdgMpdp's'R's'R'g'R'M'g'R'sndnpM'R'RdnpdMgMpdp
Gajaananayutham - Chakravakam (ThoyaVegavaahini) - Eka - MuthuswamiDikshithar	chakravakam	gmgRsgmpmNdpgmpmgRsRmgmp'sNNddppdmgpmgRsRmgmpd'sNd'sNNdppdpdN'sNNdpmpmggmmgRspdN's'R's'sNdNdpmNdpmpmgRspdN's'R's's'R'sNdN'spdN's'R's'R'm'g'm'g'R'g'R'sN's'R'sNdN'sNdppdpmpmgRsmgRss.N.d.NmgRmpmpdN's'R'g'm'g'R'sNdpmdNdpmpdpmgRsgRss.N‘'dNsRsRgmpgmpdN's's'R'gmg'R's'R'sNdNdpdpmpmgR
Gajanana - Hamsadhwani - Adi - Mahipathi Dasa	hamsadhwani	.p.nrrgpn's's'snppgrsprgpppgpn's's's'sn'r'g'snpgrgrnnnnnngpn's's's's's'r'g'r'snpgrgr's's's's's's's'r'g'r's's's's'r'g'r's'r'snpgpn
GajavadhanaBeduve - Hamsadhwani - Adi - Purandaradasa	hamsadhwani	s'snpgp'sn's's'sn'sn's'snpgp'sn's's'spnr's'snpgp'g'r's's'sn'snpn's'r'snpn'r's'snp'snpgpn's'r'gpn's'r'snpn's'rp'g'r's'snpgpn'sn'r'g'g'r'sn'r'g'r'g'r's'snppn'sn'r'g'g'r'sn's'r'g'r'g'p'g'r's'snpn's'r's'g'r's'snp'n'r's'snpggpn's'r'g's'g'r's'snp'n's'r'g'r's'snpnpggpn'sprgpnpgpnppgnpgrgpgrsrrssgpgrgp'snpgpn's'snpn'sn's'r's'snpn'sgpn's'snpn's'r's'g'r's'snpn'r's'g'r's'snpn'r's'snpggpn's'r'g's'g'r's'snpn's'r'g'r's'snpnpggpn's
gam gaNapathE - hamsadhwani - Rupakam - MuthaiahBhagavathar	hamsadhwani	snpgpgrsgrssrgrsrgpnn's'r'snpgpgrsgrssrgrsrgpnpn's'r'g'r'snpgpgrsgrsrs.npgrgrgpn'sn'g'r's'r'snpgp'snpgnpgrpgrss.nrsgrpgnp'snpn's'r'g'r'snpnppngp's's'r's'r'g'r's'g'r's's'r'g'r'snpp'sn's'r'g's'r'r'g'r's'g'r'spn's'r'g'r'snpp'sn's'r'g's'r'r'g'r's'g'r'g'r'sn'r'snp'snpgpp'sn's'r'g's'r'r's'r'g'p'g'r's'g'r's'r'g'p'g'r's'r'g'r'snpp'sn's'r'g's'r'r's'r'g'p'g'r's'g'r's'r'snpgrgpn'snpgpn'snpgpgpn's'r'g's'r'g'r's'g'r'sgpgpnpgrsrgrsrssrsrgrgpgpnp'snnppggrrsrgrss.n.p.ps.nsrsrsrgpgpgpnpppngp's's's'r's'r'g'r's'g'r's's'r'g'r'snpp'sn's'r'r'g's'r'r'g'r's'g'r'spn's'r'g'r'snpp'sn's'r'r'g's'r'r'g'r's'g'r'g'r'sn'r'snp'snpgpp'sn's'r'r'g's'r'r's'r'g'p'g'r's'g'r's'r'g'p'g'r's'r'g'r'snpp'sn's'r'r'g's'r'r's'r'g'p'g'r's'g'r's'r'snpgrgpn'snpgpn'snpgpgpn's'r'g's'r'g'r's'g'r'sgpgpn
gambheera nAttai - hari hara vinutha - Geetham - Adi	gambheera nata	s'snppmgmpn'snpn'ssmmmggmpgmggss.n.p.n.nsgssg'snpgmgsmmmgggsspnpmpppn'snpnpmgmpnpn's
gAnamoorthE - gAnamoorthi - Adi - ThyagarAja	ganamoorthi	rrrRRss.NrrrRRRssRsRrmpDpmmrrrrRRRssRsRrmpDpmrmrrrRRRssRsRrmpDpmrmpmrrRRRssRsRrmpDpmrmpppDpmDDpDpmpmrmppsDpmDDrmpDNDpmpmrmppsDpmDDrmpDNDpmpmrmppsDpmDDmDDmmDpDNDpmpmrmppsDpmDDmDDmmDN'sNDpmpD'sNDN'sN'sNDpmpD'sNDN's'smpDNpD'sNDN's'srmrmpmpDpDNpD'sNDN's'srmpDpmpDNDpDNpD'sNDN's's'R'R's'sNNDDppmmrrRRpD'sNDN'smrrpmmDppNDD'sNN'R's'spD'sNDN's's'sN'R'R'R's's'spD'sNDN's's'sN'r'r'r'r'R's's'spD'sNDN's's's'R'r'm'r'R'R'r'R'R's'spD'sNDN's's'r'm'm'p'm'r'r'r'R'R's'sDNDppmpDpDN'sNDpNDpmDpmrmpDNDppmpDN'sNDpNDpmDppmRmpDN'sNDppmpDpDN'sNDpNDpmDppmRmpDmmmmrRrmmpDDppmrRssss.N.D.D.NsRRmmpDmp
gaNanAyakA - SunAdhavinOdhini - Varnam - Adi - NS Ramachandran	sunadhavinodhini	ssgMgMdn'sndMgMggMdnddMgMgs.ns.nsggMgMddMdn'sn's'g'g'sndMgMggs.ndnnddMggMgsgMggsggMgMddMdn's'sndndMdn'sn's'g'M'g's'g'sndndMgMggs.nsggMgMgsgMgs.ns.ns.n.d.n.M.d.nsggMggMdMdn'sndn's'g'M'g'g'sn'sndMgs.n's'sn'snndnddMgMgMMggsggMgMddn's'g'sndn'snddMdMgMMggsMMggMndn'sndMgs.nsgMgMdn's'g's'g'sndn'sn'sndndMgMgs.nsgsgMdndndMdndMgMgs.ns.nsgMg's.nsgMdMdndnMdngMdnsgMdn's'gn's'gdn's'g'Mdn's'g's'sndnddMgMgMgs.nsgMdn's's's'g'sndnddndMgMggMgs.nsgMdn'sn'sndndndMdMMgMgMdn'sndMgMgsgMgMdMgMdMdMdn'sn's'g's'M'g'sn'sdnMdn
gaNapathE suguNanithE - Janaranjani - Adi - Muthaiah Bhagavathar	janaranjani	rgmpmpmrssrs.d.d.pnsrgmpdpdpmrssrs.d.d.pnsrgmpdpn's'sdpmrgmrspmrspdpn's'r'g'm'r's'r'sddpdpn'spn's'r'g'm's'r'g'm'r'sdpmdpn's'r's'r'g'm'r's's'r'g'm'p'm'r'sdpmrgmrsppmrgmpmrsrgmpmrdpmrsrsdpn'srgmrgmpdppdpn's's'r'g'm'r's'r'sddpdpn'spn's'r'g'm's'r'g'm'r'sdpmdpn's'r's'r'g'm'r's's'r'g'm'p'm'r'sdpmrgmrs
gangAdhara gowrIvara - gowri - Roopakam - Veena Seshanna	gowri	sRmpppmpDpDpmgRgRs.nsRmppmpnDpmDpmgRs.nsRmpDpmpnpn'snDpmgRgRs.nsRs.n.D.p.n.nsRmpmgRsgRRs.nsRmpDpmpnpn'snDpmgRgRs.nsgRsDDpmpn's'RnDpDmgRpnDpmpn'sn'spnDpmpn'sn's'R'snDpmpnDpmpnpn's'g'R'sn's'R'snDpmpnDpmpnnpn's'R's'g'R'sn'snDpmpnDpmpn'sn'spn's'R's'R'g'R'snDpmpDmgRgRs.nsRsgRspmpnDpmppmgRs.n.p.nsRsRmpDpnDpmpDpmgRsRmpnnpn's'R'Rn'sn'g'R'sn's'R'm'g'R's'g'R'sn'R'smnDpmpDmgRs.nsRgRsgRs.nsRRsRmpDpDDpmpnDpmpDpmgRs.nsRgRsRsgRs.nsRRsRmpDpmpn'snDpmgRmgRgRsRgRsgRs.nsRRsRmpDpDDmpppnDpmpnnn's'spn's'R's'R'g'R'snDpmpDmgRgR
garuda gamana - nAgaswarAvaLi - Rupakam - Patnam Subramanya Iyer	nagaswaravali	sdpmgs.dsmgmmgmpdppmpd'sdpmpmgs.dsmgmmgmpdpd's's'sdpmpd'sdpmpmgs.dsgmpmgmggpmgsgmpmgmpd'sdpds'g'm'g's'gpd'sd'sd's's'spd'sd'sdpmpd'sd's's'g'm'g'm'g'sd'sddpmpdpdpd'sd'sdpmpd'sd's's'g'm'g'm'g's'sdpmpd'sdpmgs'm'g'sdpd'sdppmgsmgs.dsgsmgspmgsdpmgsgmpd's'g's'g'm'g'sdpdpmpdpppmpmgmpd'sdppmpmgss.dsmgmddpmpd'sd'sd's'g'm'g's'm'g's'sd'sdpmpd'sdpmgs'm'g'sdpd
GarudaGamana - GowriManohari - Roopakam - Thyagaraja	gowrimanohari	s'sndpmGrs.nsrGmpdn's'sndndpmGrs.nsrGmpdn's'r's'sndndpmGrs.nsrGmGGrrGpmGrrs.nsrGmpdn's'sndpdn's'r'G'm'G'r'sn's'r'G'rn's'r'r'G'm'G'G'r's'r'G'r'G's'r'sndpmppdn's'r'G'r'sn's's'spdn'sns'r's'r'G'm'p'G'r'r'sd'r'sndppmpdmpmGrGmppdn'sns'r's'r'G'm'p'G'r'r'sd'r'sndpppdndpmGrGmpppd'n'sndpmpdndpmGGrrGpGrs.nss.nsrGrGmrGmpdn's'r'G'r's's'r's'sdn'srGmpdn's'r'G'p'G'r'snn'sdn's'r'sndpddpdndpmGrGmp
GathiNee - Saraswathi - Varnam - Adi - MysoreVasudevacharya	saraswathi	rMpdpMpddpd'r'sNddppMrsrs.NdsrsrMpMpd'sNd'sNdpdppMpd's'r'r'M'p'M'r's'sNNd's's'r'sNddpd'spd'r'sNdpMrMpd'r'sNdpMrs.N.ds.N.dsrMpd'sNd'spd'srMpd's'M'r'sNd'r'sNdpMpMrspd's'r'sNdNdppMrsrMpdpMppdMprMrs.N.dsrMpdMppdMprpMpsrpMpdpd's'rrMpd'sNdpMdpdMprMpsrMsrs.N.d.p.p.dsrsrpMpdMpd'r's'r'r'M's's'rdd'sppdMpd's'r'M'r'sNdMrs.N.dsrMpd'sNddpMrs.N.ds.N.dsrsrMpd'sp'd'r'sNddpMpdprs.N.dsrMpd'sNd's'r's'r'M'r'p'M'r's'rd'r'sNdpdMppdd's's'rd's'rNdpdMrpMrsr.N.drs'r's'M'rrpM
Ghanaraga Navaragamalika - Varnam - Intha Kopa - Adi - Veena Kuppaiyyer	nata	ppmpmgss.nggss.n.p.p.nsgsmgspmgsggmpmpnp'snpmgmpNn's's'snp'snpmgmgsggmssppmgmggs.n.p.nsgs.nsggmgmpnmpnn'spn's'g'p'm'g'm'g'g'snpn's'g's'snpnmpmgmgspmNpmggsg.n.N.p.N.nsgsggggmpNmgggsggggmpNpnnNpNn'snNpmgggmpNpmggsgmggpmggmpNgmpNsgmpNNpmpN'spN's'g'g's'g'm'g'g'g'snNpN'g'smpNpmggsgmp'g's'g'snpmpn'sn'sn's'g'snppmgggsgmpnNn'snNpNmpmggggss.n.n.N.p.n.N.nsgmnnNmgggmNpmggs.n.p.n.ns.ngggmnnNmnn'sn's'g'g'g'm'g's'g'g'm'g'gn'g'gn'snNmmggs.ngggmpNgpNgNpggggs.n.N.p.NsggpNpN'snNpNpNgpggpgpN'snN'g'g'snN'g'snNpNpggs's'snpmggs.nss.nsgsmgmpnp's's'm'g'g's'm'g'g's'g'snp's'snpmgmgmpnp's's'm'g'g'g's'g's'g'snpmggsmggsggs.n.psspmmgggsmgmp's's'm'g'g's'snpmpmggsmgm
giripai nElakOna - sahAna - Adi - Thyagaraja	sahana	rrrgrss.Ns.dsNd.Ns.Nsrrrs.Ns.Nsrrrgrss.Ns.dsNd.Ns.Nsrrrgmgmgrgrs’Nrrrgrss.Ns.dsNd.Ns.Nsrrrgmpmgmgrgrs.Nsgmgrrgrss.Ns.dsNd.NsrgmrgmppmpdNdpmgmgrgrs.Nsgmgrrgrss.Ns.dsNd.NsrgmrgmppmdN's'r'sNdpmgmgrgrspppdpmpmgmgrrgrss.NsrgmpmgmgrgrspmdN'sdNdpdpmdN'spdpmgmgrgrspmdN's'r'g'm'g'm'g'r'g'r'sN's'NdNdpgmgrgrspmdN's'r'g'mdNdpgmgrgrpppdpmggmrrgrspmddd'sNdpppppdpmpdpmggmrrgrspmddN'sdNdpdpmdN'spdNdmpdpmgmrgrspmdN's's's'r's'r'sNNN'sdpdpd'sNdp'r's'r'sNNN'sdpdpd'sNdpprgmpdN's'rNdpmgmgrgrsppprgmprgmppdpmggmrgrss.Nsrrrgrs.N.N.NsdpmdNsrgmpmgmgrgrs
