name	raga	seq
nIkEla dhayarAdhu - Kadanakuthuhalam - Adi - MysoreVasudevacharya	kadanakuthuhalam	s's'sndddndnnggppgp's's'r'snddmddngp'sndpmgppgp'r's'sndpmgrsrmdngp's'r'm'g'g'r'r's'snnddprmmggrrsrmdmdngpgp's'sp's'r's'r'm'g'g'r's'sppmgp's'r's'r'p'm'm'g'g'r's'sp'r's'sndpmdnndpmdngpmgrmdngp'sndp's'r'm'g'r's'p'r's'snndpgp'sp'r'sp's'r'm'g'r'sp'snndpmdngp'sndmdngprmdddmddngppmmp's'snnddppmmrmgrssgp's'sp's'r's'r'm'g'g'r's'sppmgp's'r's'r'p'm'm'g'g'r's'sp'r's'sndpmdnndpmdngp
ninnanE - vAchaspathi - Varnam - Adi - PurandharadAsa	vachaspathi	NdNpdNNdpMgMpNdpMgrpMgrgMpNdpMgrpMgrs.Ns.p.d.NsrgMpdN's'sNdpdNdN'r'sNdpdpdN'sNdN's'r'g'r'r'g'r's'sNN's'r'g'rdN's'r's'r'sNdpdN'rNdMdMgrgr.NrgMdNN'sddNppdMpMgrss.N.d.p.d.NsrgMpdpMpNNdpdN's'rdN's'r'g'M'p'M'g'r'sNdpMgrgMpdpgMpdN's'r'sNdpMgrgMpdN'sNdppMgrgMpdNdpMgrs.N.d.NsrNdNddpMdpdppMgMgpMMgrs.Ns.d.NsrNNddppMMNdpMgrsrddppMMggrdpMgrs.NsrsgrMgpMdpNd'sN'rN'g'rN'rNdMgdMgMrgrpdpMpMgMgrgrs.N.d.NsrsrgrgMgMpMgMpdpdpdNdN'sN's'r'sNdN's'r'g'rNdgr.N.dgrpdN's'sNdpMgrs.N.d.NssgrMgpMdpNdpdN's'r'sNdpMgrs.N.d.Nr.NsrsrgrgMgMpdpdN's'r'g'r'sNdpMgrs.NsrgMpdNdpMgrs.NsrgMpdN'srgMpdN'sgMpdN'sMpdN'spdN'sdN'sN's's'g'r'sNd'r'sNdp'sNdpM
ninnE kOri - KAnada - Varnam - Adi - Veena Kuppier	kanada	pmGGGmrs.Nsrsr.Ns.d.N.d.NsrsrpmGmrGrs.NsrGGmmddNdpmdpmGmrs.NsrpdNdpmpdmmpmGmrGrsmGmddNN's'r'sdN's'r's'r'G'G'm'r'sN's'r'sN'r'sN'sdpmGmrsrppmGGmrsrs.Ns.d.N.d.Ns.NrsrGmGmddNN'sdN'sN's'r's'r'G'm'r's'rN'sdNdpdppmGmrsrdpdNdpmdpmpGmrs.NsrGmpmGmdpmGmrsrGmdNdpmpdpmpGmrsr.Ns.d.NsrGmpmGmpdpmppmGmrsr.Nrs.Ns.d.Ns.Nrs.NsrGmsrGmGmddNddNN'sN's'r'G'm'r's'r'sN'sdpmGmr.NsrGm'sN'r'sN'sdpmGmrs.Ns.Ns.d.NsrGmGmddN's'r'sNN'sNdNdpdpmpmGmrs.NsGGmdpmGNdpmGmpmddNdNpdpmddNN's'G'G'm'r'sNN'sdpmGmrs's'sdpmGmr.NsrGm
ninnE nammiyunnAnurA - reethigowLam - Varnam - Adi - Mayuram Vishwanatha Sastry	reethigowla	pmpmGrs.NsGrs.N.N.p.N.NssGrGmpmGrGmpNdmGrGmmNN'sNNdmGGr.NsGmNNdmGmpdmGmGrssGrGmNNdmNN'sN'sN's'G'G'm'G'r'G'G'rN's'G'r'sNdmGmpNdmGr.NsGmpddmGmpNdmGrGmGrs.N.N.p.N.Ns.NsGrGGmGmNNdmNN's'G'G'm'G'r'sNdmpNdmGr.NsGmNN'sNdmGmpNdmGmGrs.NsGrGmpmGr.Ns.NsGrGmpNdmGmpdmGrs.Nss.N.N.ps.NssGrGmGGmGmGGrrss.N.N.p.p.N.NsGGmNN'sNdmpmGrs.NsGrs.N.p.N.NsGmGrsGmNN's'G'm'G'r'sNN'smNN'sN's'G'r'sN'sNdmpNdmGr.NsGmNdN'sNdmGrGmppNdmGr.NsGmNdmmpdmdmpmGrs.NsGGmGrGmGmGGmGGrs.NsGrs.N.p.Ns.NsGrsmGGmGmmNNdmNN's'G'r'G'm'G'r'sNdmpNdmGr.NsGm
NinneNammithinayya - Devamanohari - Varnam - Adi - MysoreVasudevacharya	devamanohari	ppmrmrss.N.d.Ns.N.d.NsrsrmpmrmrsrmpmpmpddN'sNdNpmrsrmppmpdN'sdN's'r'sNdN'sN'spmpdN's'sN's'r's'r'r'p'm'r'm'r's'r'sNdNpmrmpmrmrspdNpmpdNppmmrrs.N.d.NsrmsrmpmrpmpmrmpNdN'r'sNdNpmrsrmpmpdNpdN'sN's'r's'r'sNdNpmpdN'sNdN's'r'm'r's'r'p'm'r's'r's'sNddNppmrsrm's'sNdNpmrsrmppmpdN'sNdNpmrsrmpNdN's'sNdNpmppmrmrs.N.d.NsrsrmrmpdN's'r'sNdNpmrpmrmsrs.N.d.NspmrmrsrpmpdN's'r'mN's'rdN'sNdNpmrmpdN's'r'mmpdN'srmpdN'r's'r'm'r'sNdN'sNdNpmpdN's'r's'r'sNdN'sdNpmrmppmrs.NsrmpdN's'r'm's'r'sNdNpmpdNpmrs.N.d.NsrmpdN's'r's'r'mNdN's'rNdNpmrm'm'r'msrmpNdN's'r
ninnujEppa - mandhAri - Adi - PatnamSubramaniamIyer	mandhari	sRgMpppMgpMgMgRs.nsRgMpMgRgMpn'snpMgpMgMgRs.nsRgMpMpnpn's'R'snpn'snpMgMgRs.nsRgMppn's'R'sn'g'R'snpMg'snpMgRs.nsss.n.p.nsssRgMppMgMgRs.nnpn's'sn's's'R'R'R'R'R's'snpn's'snpn'snpM'R'R'R'R's'R'g'R'snnpn's'snpn'snpM'R'R'R'R'g'M'g'p'M'g'R'R'R's'sn'R'snppMgMgRs.nRRRRRsssRgMppMgRgpppMgpMgRssRgRgMpMgRRsss
ninnu nammi nAnu janani - AbhOgi - kanDa chApu - Muthaiah Bhagavathar	abhogi	dsdmGrs.dsrrGmmd's'r'G'r'sdmrmGrrssrrGmmd'sd's's'r's'rd'smd's'sd's's'G'r'r'sd's'r'G'r'r'sdmmGrGmd'sdmGrs.dsGmd'sdmGrs.dsd'sd's's'r's'rd'smd's'sd's'r'G'G'r'r'sd's'r'G'r'r'sdmmGrGm
ninnu vinA marigaladhA - reethi gowLam - roopakam - ShyamaSastri	reethigowla	sGrGpmGr.NsGr.NspmpmGmGmpmGrsGr.Nd'sNNdmpmGmGmpmGrsGrss.Ns.N.p.NsGrGmNdmpmGr.Ns'sNN'sNdmGpmGrs.NppmGr.NsmGrGrsGGsGmGmmGmmGmNN'sN'G'r'sN's's'sN'r'sN'sNdmGmpmpmGr.NpmpNNdmGmppNdmmGpmGrs.NsGmpmp'sNNdmmGmpmmGrGmppNdmmGpmGrs.NsGmGmNN's'sN'G'r's's'sN'r's'sNN'sNdmGmpmpmGrs.Ns'r'sNdm
NinnuNammi - VaraLi - Varnam - Adi - Prof_R_Visveswaran	varali	pDpMDDpMGGRssRGRRss.nsGGRGppMnD'sn's'snD'snDpMDpMGGRGMpDnDDnpMDGGMGGRsGGRpMGDpM'snD'R'R'snn's'R'R'sn'G'R'G'p'M'G'R'sn'R'snDpMDpMGRGMpDGGMMDDn'RnDpMGRs.nss.nGRGMpMGGMpDDnDnMDn'snDpMGGMDMGRsGRGMpDn's'R'G'G'R'G'R'R's'sn's'R'G'R'G'R'snDpMpDn's'R'G'G'G'M'G'R's'G'R'snDn's'Rn'spDMpsR.nsRGM's'R'snDpMGGRs.nsGGRGGMpDn'sn'RnDMGMDMGRss.npM'snDMDnnDMGMDnn'RnDnDMGMpDn's's'snGMpDnppMpDpMGGpMGRs.nssGRGMpDn's'R'G'R'G'R'snDMDn's'R's'snDpMGRGMpDn's's'R'snDpMGRs.nsss.nsGRGMpDn's'snDnnDMDDMGRGGRGMMGMDDMDDn's'R's'R'G'R'G'R's'R's'RDn'sn'sMDnDnDpMDDn's'R's'p'M'G'R's's'sDn'snDpppGMpDn
ninuvinA gathi - balahamsa - Adi - Mysore Sadhashivarao	balahamsa	mpd'sNdprrmGsmpd'spd'sNdpdNdpmrGrmGsmpd'r'sNd'sNdpdNdpmrGrmGspmpd'r'sNdpmpmp'sNdpmrmGsrrpmrmGsrmpd's's'r'sNd'sNdpNdppmpmppd's's's'sNdppmpmpppd'spd's's's'r'r'sNdppmpd's'r'm'G's'sNNddppmpd's's'sNNNNddd'sNdppmpd's's'r's'sNNd'sNNddppd's'r'sNdpmpdpdprrmGsrrppmpdprrGrpmGsrrmmppddpmpdppmpd'spd'spd's'r'sNdpmNddppmpddNdpdpmppdpd's'r'r'm'G'sNdpdpd's'sNdpmpd'r'sNdNdpmrmGsrm
Niraimadhimugam - Hamsanandhi - Aadi - Arunagirinaathar - Thiruppugazh	hamsanandhi	sndMgRs.n.d.nsss.nsggRgMgndMgMdnggMd's's's'sn'R's's's'sndnndMgndMgMdn
nirAmayE - kunthaLavarALi - Rupakam - MuthaiahBhagavathar	kunthalavarali	smpdd's'sNdpdmmNd's'sNNddpNddpmd'spdNd'sNNdpmd's'm's'sNNddpNd's'sNdpmmmmmsssmmpmNd's's'sNNdpdmd'spdNd'sNNdpmd's'm's'sNNddpNd's'sNdpmsmpdNdd's'sNNdpNdpdmmNd's'm's'sNNdNd'sNdpNdpm
niravathi sukhadha - Ravichandrika - Adi - thyagarAja	ravichandrika	srgmrsrgrgmgrgrgrs.Nsrgmrsrgmgrgmgrgrgmgrgrs.NsrgmdNdmmggrsrgmgrs.N.dsrgmdNdmmggrsNdmgrs.N.dsrgmd'sNdmmggrs's'sNNdmggrsrgmrsrsd's's'sNNdd's's'r'r'r's'r'g'r'r'ss's's'sNNdmd's'r'r'r's'r's'r'g'r'r's'r'sd'sNdNdmgmd'sNdmgrgmgrs.N.d's'r'sN'sNdNddN's'r'sNNdmmmggrrs.N's'g'r'sN'r'sNd'sNddN's'rd'sNNNdmmmggrrs.Nmmmgmgrsrgmdmgrgmggrs.dsrgmmmgsrgmddmmgrgmggrssssrgmgrgmgmdmddsrgmNdNmdmgrs.dsrgmNd'sdNNdmgrsNdmgrsrgNdmgrgm'g'r'sNdmdN'r's'sNd's'sdNNmddmgrsrgmNdNmdmgrgmNd's'sNd's'r'g'r'g'm'g'm'g'r'sNd'sNdmgrs.N.dsrgmmgrrgmdNdmd'sNNNdmgmNd's's'r'g'm'g'r'sNd'r's'sNdd's'g'r'sNd'r'sNdmmgrs.N
nithyakalyANi - Revathi - Varnam - khanda thriputa	revathi	pN's'sNpmRRmRs.N.p.NRsRsRmpmRsRmN'sNpmNpmRs.N.p.N.ps.p.N.ppmRs.N.p.NsRmRpmNpN's'R'RpR'RpN's'R'm'RpN's'R'R'm'R'sNp'R'R'sNpN's'R'R'p'm'R'p'm'R'sNpN's'R'm'R's'sNp'R'sNp'sNpmRmpN's'RN'sNp'R'sNp'sNpNpmpmRs.N.p.NsRRmmRmpNpmppNN'smppNRmmppN's'R'p'm'R'R'p'm'R'sNp'R'sNpmRmN'Rsp'sNpNpmpmRs.N.pRs.N.p.NspmRsRmpN'R'sNpmRs.NR.N.pRRsRmRpmNpmpN'sNpN'R'sNpN'm'R'sNpN'R'm'R'sNp'R'sNpmRsRmpmpN'RNpmRs.N.p.NRsRmpmRmpN's'R'R'p'mNR'sp'sNmNpRpmRs.N.p.NsRmp
nooranODi - kalyANi - roopakam - Basaveshwara	kalyani	pMrrgr.nrrggpgppppdn'snpppgddpMgrrgdpMrspMgMpdd'snd's's'sn'r'g's's's'snpMdpMgrrgdpMgrsr
O jagadhamba - AnandhaBhairavi - Aadhi - ShyamaSastri	ananda bhairavi	ppNpmGmpmpmGrGmp'sNNdpNdpmGmpGmpNdmpmmGrGmp'sN's'G'r's'r'sNdpNpmGmpmpmGrs.Nssrs.N.N.NspmmNpmGrGmGrsGrGGmGmpmGmpmGrrssssrsssGr.NsspmpmGrGmppNpmmpmGmpmGmGrssGr.NsspmmpmGrGmppNpmmpdpmdpm'G'r's's's's'G'r's'G'sN's's'r'G'r'spNmp'G'r's's's'r's's'rN's'sN's'spNdpNmpGrGmpmGrs.NsmGrs.NsGr.NsGrGmpNpmGmpdpmGrGmpmGrs'sNdppmGrsmGmssspppNpmpmmGmGsGmpmpGrGmpmGrssr.N.NsGrGmpNpmmpGrGmpmNpGrsrs.Ns.N.N.NsGmpNpNmp'sN's'm'G'r'G's'r's'sp'sNdpmpNpmGrGm
O Rama Nee Naama - PoorviKalyani - Adi - BhadrachalaRamadasu	poorvi kalyani	pppMgMgRggdpMgRRsgndppMgMgRgRgMdpMgRRsgMpdp's's'snd'sndppMndpMgRgMMpdp's's'sd's'R's'sndnpdpd'g'R's'sndpMdd'sndppMndpMgRgM
oDodi vandhEn kaNNA - dharmavathi - Adi - ambujam krishna	dharmavathi	s'sndppMdpMGrsMpdnn's'r'sndppMdpMGrsMpdnn's'r's'r'sndppMdpMGrsGrs.nsrGMppppdpdMpdn'r's'sndpMpdn's'sndpdn'sn'G'r'r's'r's'sn's'r's'r'sndpdn'sn'G'r'r's'r's's'sn'G'G'G'r'sndpMpn's'G'rdn'r'sndpMGMpdn's'sn'G'G'r's'G'r'sn'sn'r'sndpdn'sn's'sndpMpGMppdpdMn'r's'sndpMdpdpMGMppdpdMGMdnMdn'r'snMpdnGMdnMdn'r's'snMpdn's's's'sn'sdn's'sn'G'r's'r's'sdndpMdpMpndpMpGrGsrGMpppMpddnp'G'r'sndn's's'sn's'G'G'G'G's'G'r'sndn's's'G'r'snd'sndppMGMpnd
oka mAta oka bANamu - harikAmbhoji - roopakam - thyagarAja	harikambhoji	pdpdn'snddn'sndpmgmpmdn'sndpmpdpdn'sndnddn'sndpmgmpmpdpdn'sndpmpdpdn's'r'snddnddn'sndpmgmpmpdpdn's'sn'r'sndpmpdn's'r'g'm'g'g'r'snd'sndpndpmmgmpdpdn's'g'r's'r'snndndpmndn's'sndn'sdn's'r's'sndn'r'sndndpmndn's'sndn'sdn's's'r'g'm'g'r's'g'r'sn'r'sndndpmpppdn'sndnddpmggrmggrssrgmpndn's'sndn'sdn's's'r'g'm'g'r's'g'r'sn'r'sndndpm
Om namO nArAyaNA- karNaranjani - Khanda chApu - ambujam krishna	karnaranjani	s'rNdpdpGpdpd'sd's'r'm'G'r'r's'rNdpdpGpdpd'sd'sNNdpdd's'r'm'G'r's'rNdpdpGpdpd'sNdpNdpd's'r'm'G'r'r's'rNdpdpGpd'sNdpd'G'G'r'sNdpGpd'sNddpGGGGpGsrs.N.d.ds.dsGpdNpd's'r'm'G'G'r'sNNddpmGGrGpmGGrsr.N.d.dspdpd's'r'r'r's'r'm'G'r's'r'sNNd'sGGppdd'sNdpd's'r'G'r's'r'G'p'G's'r'G'r's'sNNd's'G'G'G'r's'G'r'sNdd'sNdNddpGpd'G'G'G'r's'G'r'sNdd'G'r'r's'sNNddpmGrsrGpGpdpdNdpmGppNd'sNNdpmGGpGrsrsGGGGpGrsrsrGmsrmmGGmmmNdpmGmpmGsrGmGpddddGpd's's's'rNNddpmGGpdpd's'rm'G'r's'G'G'G'G'p'G'rd's'r'G'r's'r'r'sd'sd's'G'r'sNdpmGrsrGpGpd's'r'G'G'G'G'G'p'G'rd's'r'G'r's'r'sd's'r'r'r's'rNdpd'sd's's's's'Gpd'sdd'G'r'sd'G'G'r'sNdpd'sd's'r'G'rpd's'r'sGpdNdGGppd
OmkArakAriNi - lavangi - Adi - Dr_M_Balamuralikrishna	lavangi	s's's's'R'smD'RDDDmRRRmRs'm'R'R'mm'R'RDm'R'sDDDmmmRRRmRsR.DmmD'sDDmD'sDDmD's'R's'RD'sDmD'R'R's's's's'R'm'R's'R'sD'sDmRmmD'sDD'sDmsRmRmRs
OndhE nAmavu sAladhE - gowrImanOhari - MishraChapu - Purandaradasa	gowrimanohari	ndpmpGrGmpdndn's's'sndnpmpdn'snpmpGrGmpdndn's's'r'G'r'sndnpmpdn's'r'G'r'sndpmpdmpGrGmn's'r'G'r's's'r'G'r'sndnpmpdnndppmpGrrGmrGmmrGmGrrs.nsrrrGGrGmpdn'rndpmpdnn's'sn's'r'G'm'G'r'sn's'G'r's'sndn'rndpdn'sdnpmpGrGmpdnndppmpGrrGmrGmmrGmGrrs.nsrrrGGrGmpdn'rndpmpdnn's's'sn's'r'G'm'G'r's'G'r's'sndn'rnndpdn's'sndnpmpGrGmpdn
OrajoopujuchEdhi - KannadaGowla - Adi - Thyagaraja	kannadagowla	rrGmmpNdpmpmGmGsrrGmmp'sNNdpmpNdpmmGsrrGmmpN'sNdmp's'sNdpmGGs's's's'G'sNNNdpmpmGm's's's'G's'r'G'm'G'G'sNdmp's'sNdpmGspN'sN'spN'sN'spN'spN'sN'spN'spN'spN'sN'spN'spN'spN's'sNNddppN's's'r'G'm'm'G'm'G'sNNddpp's's'G's'sNNNdpmpmGmGm's's's'r'G'm'G'G'sNdmp's'sNdpmGGsppppmp'sNNdpmpmGsGmNNNdpmpmGGsrGmmppN's's'r'G'm'G'm'G's'sNddpp's's's'sNNNdmp's'sNdpmGGs
PaahiDurge - Shankarabharanam Nottuswaram - Chatursra Eka - Muthuswamy Dikshitar	shankarabharanam	gmppddp's's'r'g'm'r'g'sp's's'm'g'r'g'g'r'm'g'r's'r'sndpdpmgmgr
PaahiSadhaaPadmanabha - Mukhari - Rupakam - SwathiTirunal	mukhari	ppmGrsrmpdpdpmGrmpdppmGrrGsrmpNdpmGrsrmpNdppmGrrGs's'sNdpmGrmpNdppmGrrGs's'r'G'r'sNdpmGrmpNdppmGrsrrmmrmpd's'r'G'r's'r's'NdpmGrsrmpNdppmGrsrrmmrmmpmpmGrm'sNd's'r'r's'r'G'r'r'G's's'r'm'G'r'r'G's's'r'G'r's'r's'NdpmpdppmGrmp's'r'G'r'sNd's'r'r's'r'p'm'G'r'r'G's's'r'G'r's'r's'NdppdNdpmGrsrmpmpmGrsrmpppmdpmGrsrmpppdpd'r'sNddpmmmpNdppmdppmGrrGssrpmGrsrmGrsrmpprmpNd'r'r'r'G'G'r'r's'r'G'r's'r'sNdpmpdppmGrmm
PaalayaashumaamParadevathe - Aarabhi - ThishraThriputa - ShyamaSastri	arabhi	ppmgrsrrmpddpdpmgrsrrmpd'snddpdpmpmgrsrrmpd'snddpd'r'sndpmgrsrrmpd'snddpds'r'sndpmgrsrrmpd'sndddpdpmpd's'sdd'snddpmpdd's'sdd'r'sndpmgrmpdd'sd'r's'rd'r's'rd'spdmpdpmgrsrmdpmgrrrrmppdpmpp's'snd's's's'sndd's'sd's's'r'm'm'g'r'm'g'r'r'snddd'r's'rd'spdmpmgrsrm
pAdham paNiNdhEn - gowLipanthu - Varnam - Adi - varagoor muthukumAraswami	gowlipanthu	sRmpn'snDp'snDpnDpmpDmgR'snDpmDmgRsRsRmpn's'R'R'sn's'R'R'm'g'R'sn'snDpm'R'snDpDmgRs.n.p.nsRgRsDmgRgRsRmsRmpnDpmpnpn's'sn's'R's'Rn'snDnDpDpmpDmgRsRsRmpn'sn's'R's'R'sn'snDpDmgRsRsRsRmpnDpDmgRspn's'R's'R's'R'm'g'R's'g'R'snDpmpDmgRspmpmpDmgRsRsRmpn'snDpppmgRsRmpn'snDpmRsRmpn'sn'sRpDmgRsRmpmpn's'R'snDpDDpDmpnDp'snDpmpDmgRsmpn's'R'snDpsRm'snDpmDmgRsRsgRsRmpn'R'sn'sn'snDnDpDpmpDmgRsRmpDpmpDmgRsgRs.n.p.nsRsRmpn's's'R'm'g'R'g'R's'R'snDnDpmpDmgRs.n.p.nsRs
pagajupe - mohanam - Varnam - Ata - rAmaswami dhikshitar	mohanam	pddpgprgdpgpgrsrgppgrsrggrs.drs.d.p.dsrgsrgprdpgrsrgpgdpgrgprgrsrgppgrgpddpgpd's'sdpd'sgpd'sdpgdpgppgrrs.d.p.dsrg's'sddppddppgrggpdddpgdppgrgpggrsrgsrgrgpgddppgrgpd'r'spd'spd's'r'g's'r'g'p'g'r's'r'g'r'sd'r'sdpgpd's'r'g's'rd'spdgpd'r'sdpgrsrgpdgprgdpgrgprggpdgpprgsrs.d.pgr.dsrggpgdpgrgsrgpd'sdpgrgpd's'r'g's'r's'g'r'r's'r'g's'rd'spd's'r'g'p'g'r'sd'r'sgpd'g'r'sdpgrsrgddpgpd'sdpdgpddpgrgpggrs.dgrsrgpgrgdp'sdpgrs.dsrgpddpgpd'sdpdgpddpgrgpggrs.dgrsrgpgrgdpdpdgpprggdppgrs.p.dsrgrsrgppdgprgprgsrgsr.ds.p.dsrgrsrgpgrgprgpd's'r'g'sdpd'r'sdpdgpgrsrgpddpgprgpsrgspgrspgprgsrg.dsrpgrs.dsrgpdpgrgpd'sd'r'spd's'r'g'r's'rd'r'sdpgrgp's'r'sd'sdpgprgdpgrsrsrgpddpgrpgrs.drs.dsrgpgdp'sd'rrgpddgpd's'spd's'r'r's'r'g'p'g'r'g'r'sd'r'sd'spdgpd's'r'g'r'sdp'r'sdpgrs'g'r'sdpgrgp
pAhi mAm shrI - janaranjani - Adi - Maha Vaidhyanatha Iyer	janaranjani	pmrrrsrggmrs.nsrsrgmpdppdpmdpmrrrsrggmpmrs'rsdpmrgmpdpdpmmpmpmrrsrggmpmrs'rsdpmsrgmpdp'r'sdpmrrsrgmgmpmrs.nsrsmpdpmpdpn's'r's'r'g'm'r'sdpmdpmrgmpdp'sr'sdpmrrsrsrgmpmgmrsrs‘'d'pnsrssrgmpdpn'sr'g'm'r'sdpmrgmppmpdpd's's's'r's'r'g'm'r'sdpmrsrgmppmpdpndp's'sn's'r's's'r'g'm'p'm'g'm'r'sd'r'r'sdpmprgmppmrsdppmmrrs.nsrgmpsrgmpdpmpdpn'spn's'r's'r'g'm'r's'sdpmrsrgmdpdmpmdpmrrsr.nsrgmpmr.nsrgmdpdmpmdpmrgmrsr.nsrpdpdpmrmr.nsrgmprgmpdpdpns'r's'r'g'm'r'sdpmrssrgmpdp'smp's'spns'r's's'r'g'm'r's'r'sdpmrssrgm
pAhi nikhila janani - nAttai - Adi - Iraiyamman Thampi	nata	snp'snpmgpmmgssggs.nsgmpn'snp'g'snpmgmpnpmgmgssgs.nsggmpn'sn'g'snp'g'snpmmgpmmgs'snpmgsgmpn's'g'm'g'snp'g'snpmmgpnnp'sn'g'snpmgsgmpn'snppmpnpmmgpmmgspnpNn's's's's'sn'g's'snn'snpmgsgmpnpn's's's'sn'g's'snpn'snpmgsgmpn'snnp'sn's'g's'g'g'p'm'm'g'snpmmgpmgsnp'g'sn'snpmgmpnpppnppnpmgmgsggmpppnppnpmgmgsgpnmppn'snppn's'g'snpmnppmg.nsgsssgmpmpmpnpmgmssggmpmpnsnpmgmp'sNn's'snp'g'snpmgsggsssgspmgsnpmgmpn
pAhi rAmachandra - shankarAbharaNam - Adi - thyagarAja	shankarabharanam	srgmppdn'sndpgmdprgpmsrgr.ns'spppmmmgmgrgrpdpmpmgmgrgr
pAhi shrIgirirAja suthE - Anandhabhairavi - roopakam - shyAmashAsthri	ananda bhairavi	sp'sNdpmGmGrGmpmGr.Nsp's'r'sNdpdpmGmGrGmpmGmpmGr.NsGrGmdpmdppmGrmGpmGrrGrsGr.NsGrGmpmmdpppmGrrGrssdpmpmGrGmpGmpsdpmdppmGrGmpGmpmpmGrGrspppNdppmGrGmpdpmpmGrsppmGr.NsmGGrs.NsGGmpdmpGmGrs.N.Ns.NssGmGpmpdmpGmGrs.NsmGrsGmpmp'sN's'm'G'r'G'r'sNN'sNdpdpmpmGGmGrGmpmGrs.NspppdpmpGmpmGrs.NspmGGrsspppdpmmGpmdpGrGrs.NspdpmpmGrssGrGmGmpmGrmGpmGsspmmpmGrs.NsGr.NsGrG.NssmGrsGm.N.Ns'sNdpmGmNpmpmGrsppppmGr.NsdpmpmGrGrspmGmpmGrssGrGmGmpmGrmGpmpGmpmGmpmGrsspp's's's's's's'sN's'm'G'r's'sNdN's's'sNdpppdppmGrGmpmGmpmGrs
pAhimAm jAnakivallabha - Nottuswaram - Muthuswami Dikshitar - Thisra Eka -shankarAbharaNam	shankarabharanam	.p.nsgsggsggsgpmgmgrs.n.ds.p.nsgsggsggsgpmgmgrs.nssdpgmmpmrgg'snpdpgmgrr
pAlayamAm pArvathIsha - kannada - Rupakam - MuthuswamiDikshitar	kannada	gmdpddpgmrspmdpddn's'm'g'm'r'sn'sdgmdpdgmddpmgmrspmdpddn's'g'm'r'sn'sddgmdpdn's'rn'sdpmgmrspmdpddn's'g'm'r'sn'sddgmdpdn's'rn'sdpmgmrss.d.nsggdpgmr.d.nsgmdn's'sn'sdpgmdpdn'g'rn'sdpgmrsgmrsgrgmdpmgmdn'r'sn'sdggmdpgmrs.dsggmdn'sdpmgmggmdn's'g'r'sn's'g'm'r'sn'sdpgmrsgmrs.nsrsgmrgmdnpdpgmrsgmrsmdpgm'sdpgmdpgmrs
pAlayamAm paramEshwari - tharangiNi - roopakam - MuthuswamiDikshithar	tharangini	rsrgmggrpDpDNDp'r'sDppDpgmgrsrgpggmrgmggrpDpDNDpDp'r'sDpgpgmrssrgmgmrgmgrmggrpDpDNDpDp'r'sDpgpmgrgsrgmpDNDpD's'r'spDNDpD's'r'g'r'g'g'r's'r'm'g'r'g'r's'sDpDpgrsrgsDpsmmgrrgmgrsDp'sDpDpgrmggrss.N.DrssrgmNDDppD'sDsDpgmDpDND's'r'm'g'r'sDpgrs
pAlinchu kAmAkshi - madhyamAvathi - Adi - ShyamaSastri	madhyamavathi	s.N.p.NsrmrrmpNpmpmrs.Ns.Nrsrmrss.Ns.N.p.NsrmrrmpNpmpmrs.Nsrpmrpmrs.Nsrs.Np.NsrmrrmpNpmpmrs's'sNpmrrpmrs.Nsrs.Np.NsrmpmrsrmpNpN'sNpmpmrsN's'r'sNppmrpmrs.Nsrs.Np.NsrmpmrsrmpNpN'sNpmpmrsN's'r'm'r'sNppmrpmrsNNpmp'sNpmrmrmrssr.NsrrmpNmppN'sNNpmp'sNpmrmrmrssr.NsrrmpNmppN's'r's'sNNpmp'sNpmrmrmrssr.NsrrmppNmpN's'sN's'r's'sNNpmp'r'sNpmrmrmrssr.NsrrmppNmpN's'r'r'm'r's'r's's'rNN'spNmp'r's'rN'sNpmrpmrmsrsN's'r'm'p'm'r's'r's's'rNN'spNmp'r's'rNN'r'sNpmrmpNpmrs.Nsrpmrs.Nsrmrs.Nsrsrs.N.p.p.m.p.NsrpmpsrsmpmNp'sN'r's'm'r'sNp'r'sNpmrspmpmprmrmrmrpmNNpprpmrrss.Ns.NsrmrmpN's'r'spNpm'r'sp'sNpmrpmrsspNmpNNNpN's'sN'sN'r's'r'm'r's's'rNN'spNmprmpN's'r'm'r's's'rNN'spN's'r's's'sNpmrpmrs
pAlitha bhuvana - BahudhAri - Adi - Mysore Vasudevacharya	bahudari	pmgsgmpdN'spmmggpmgsgmpmgmpdN'sdN's's'sNdNpmpmgsgmpmpdN's's'g'g's'g'm'g's'sNdNpm'sNpmmggss.N.d.NssgmgmpmpdN'sNdNdN's'sNdNpmgmpmpdN'sNdNpdN'sdN's'g'sNdNpmgmpmpdN's'sNdNpdN's'g'g'p'm'g's'g'm'g'sNdN's'sNdNpmpmgmgssgmppppmpmgmgpmgs.NsgppppdN'sNdNpmgmgs.Nsgsss.N.d.N.p.d.Nsmgmpd'sNdNpdN's'sNdNpmgmpmpdN'sNdNpdN'sdN's'g'sNdNpmgmpmpdN's'sNdNpdN's'g'g'p'm'g's'g'm'g'sNdN's'sNdNpmpmgmpmgsgm
